linienr,stations
500,"""BS"", ""BSO"", ""BSNO"", ""GELW"", ""MU"", ""MUOS"", ""PRW"", ""PRUW"", ""PR"", ""PRO"", ""FRE"", ""LSTN"", ""LST"", ""LSN"", ""IT"", ""SIS"", ""GKD"", ""TK"", ""HBTN"", ""HBTS"", ""OLTU"", ""OLN"", ""OL"", ""OLS"", ""ABO"", ""ABOS"", ""ZFN"", ""ZF"", ""BRIT"", ""REID"", ""DAG"", ""NEB"", ""WAU"", ""STER"", ""SSST"", ""SS"", ""OBK"", ""NO"", ""SEM"", ""RBG"", ""RBGD"", ""HUEB"", ""GSAG"", ""EBR"", ""FMUE"", ""GTS"", ""HEIM"", ""LZEF"", ""LZ"""
