linenr,stations,route_id
500,"BS,LST,SIS,GKD,OL,ZF,SS,LZ,MUOS,HEIM,PR,OBK,GELW,SSST,MU,SEM,WAU,GSAG,LSN,HUEB,NEB,STER,HBTS,OLTU,LSTN,PRO,BSNO,PRUW,HBTN,ABOS,FMUE,BRIT,ABO,PRW,REID,DAG,OLS,GTS,LZEF,FRE,IT,NO,TK,OLN,RBG,RBGD,ZFN,EBR,BSO",route_500
