CODE_LIGNE,LIB_LIGNE,origin,destination
5000,Ligne de Paris à Strasbourg (LGV),paris,strasbourg
981000,Ligne de Paris-Nord à Paris-Gare-de-Lyon (RER ligne D),paris,paris
